protRecord_ID,dateTime,timerName,progNo,spotName,wear,wearPerCent,monitorState,monitorState_txt,regulationState,regulationState_txt,measureState,measureState_txt,powerState,powerState_txt,sequenceState,sequenceState_txt,sequenceStateAdd,sequenceStateAdd_txt,sequenceRepeat,sequenceRepeat_txt,monitorMode,monitorMode_txt,iDemandStd,ilsts,regulationStd,regulationStd_txt,iDemand1,iActual1,regulation1,regulation1_txt,iDemand2,iActual2,regulation2,regulation2_txt,iDemand3,iActual3,regulation3,regulation3_txt,phaStd,pha1,pha2,pha3,t_iDemandStd,tActualStd,partIdentString,tipDressCounter,electrodeNo,voltageActualValue,voltageRefValue,currentActualValue,currentReferenceValue,weldTimeActualValue,weldTimeRefValue,energyActualValue,energyRefValue,powerActualValue,powerRefValue,resistanceActualValue,resistanceRefValue,pulseWidthActualValue,pulseWidthRefValue,stabilisationFactorActValue,stabilisationFactorRefValue,thresholdStabilisationFactor,wldEffectStabilisationFactor,uipActualValue,uipRefValue,uirExpulsionTime,uirMeasuringActive,uirMeasuringActive_txt,uirRegulationActive,uirRegulationActive_txt,uirMonitoringActive,uirMonitoringActive_txt,uirWeldTimeProlongationActive,uirWeldTimeProlongationActive_txt,uirQStoppRefCntValue,uirQStoppActCntValue,uirUipUpperTol,uirUipLowerTol,uirUipCondTol,uirPsfLowerTol,uirPsfCondTol
130,2020-02-17 16:12:35.320,FR FLR_12B,102,,134474.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.12,0,标准,3.00,0.00,2,KSR,3.00,7.84,2,KSR,3.00,9.05,2,KSR,44.39,0.00,43.51,41.49,0.00,281.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
131,2020-02-17 16:12:34.710,FR FLR_13B,102,,127938.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.02,0,标准,3.00,0.00,2,KSR,3.00,7.82,2,KSR,3.00,9.00,2,KSR,34.23,0.00,33.27,31.86,0.00,421.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
132,2020-02-17 16:12:32.820,FR FLR_11A,102,,127971.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.10,0,标准,3.00,0.00,2,KSR,3.00,7.82,2,KSR,3.00,9.05,2,KSR,34.20,0.00,33.32,31.45,0.00,321.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
133,2020-02-17 16:12:35.170,FR FLR_12A,102,,127920.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.09,0,标准,3.00,0.00,2,KSR,3.00,7.83,2,KSR,3.00,9.00,2,KSR,37.85,0.00,37.21,35.77,0.00,321.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
134,2020-02-17 16:12:37.270,FR FLR_12B,103,,134475.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.13,0,标准,3.00,0.00,2,KSR,3.00,8.03,2,KSR,3.00,9.02,2,KSR,42.38,0.00,40.90,42.06,0.00,221.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
135,2020-02-17 16:12:38.420,FR FLR_11B,103,,128037.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.10,0,标准,3.00,0.00,2,KSR,3.00,7.83,2,KSR,3.00,9.01,2,KSR,32.38,0.00,30.58,30.73,0.00,321.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
136,2020-02-17 16:12:38.470,FR FLR_12A,103,,127921.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.36,0,标准,3.00,0.00,2,KSR,3.00,8.53,2,KSR,3.00,0.00,2,KSR,38.31,0.00,36.48,0.00,0.00,201.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
137,2020-02-17 16:12:38.690,FR FLR_13B,103,,127939.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.10,0,标准,3.00,0.00,2,KSR,3.00,7.83,2,KSR,3.00,9.03,2,KSR,32.99,0.00,32.05,29.99,0.00,321.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
138,2020-02-17 16:12:36.930,FR FLR_11A,103,,127972.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.37,0,标准,3.00,0.00,2,KSR,3.00,8.53,2,KSR,3.00,0.00,2,KSR,33.21,0.00,31.26,0.00,0.00,201.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
139,2020-02-17 16:12:40.100,FR FLR_12A,104,,127922.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.06,0,标准,3.00,0.00,2,KSR,3.00,7.82,2,KSR,3.00,9.03,2,KSR,37.25,0.00,36.55,34.77,0.00,361.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
140,2020-02-17 16:12:39.400,FR FLR_12B,104,,134476.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.13,0,标准,3.00,0.00,2,KSR,3.00,8.04,2,KSR,3.00,9.01,2,KSR,42.27,0.00,40.27,41.70,0.00,221.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
141,2020-02-17 16:12:38.380,FR FLR_11A,104,,127973.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.07,0,标准,3.00,0.00,2,KSR,3.00,7.82,2,KSR,3.00,9.01,2,KSR,32.79,0.00,32.39,29.07,0.00,361.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
142,2020-02-17 16:12:41.350,FR FLR_12B,105,,134477.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.12,0,标准,3.00,0.00,2,KSR,3.00,7.83,2,KSR,3.00,9.01,2,KSR,42.53,0.00,41.95,39.86,0.00,281.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
143,2020-02-17 16:12:42.080,FR FLR_12A,105,,127923.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.05,0,标准,3.00,0.00,2,KSR,3.00,7.83,2,KSR,3.00,9.00,2,KSR,37.73,0.00,35.67,38.78,0.00,361.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
144,2020-02-17 16:12:42.370,FR FLR_13B,104,,127940.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,7.96,0,标准,3.00,0.00,2,KSR,3.00,7.83,2,KSR,3.00,8.51,2,KSR,35.03,0.00,34.78,31.79,0.00,461.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
145,2020-02-17 16:12:40.060,FR FLR_11A,105,,127974.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.06,0,标准,3.00,0.00,2,KSR,3.00,7.83,2,KSR,3.00,9.02,2,KSR,32.54,0.00,30.68,32.54,0.00,361.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
146,2020-02-17 16:12:42.760,FR FLR_11B,104,,128038.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,7.96,0,标准,3.00,0.00,2,KSR,3.00,7.84,2,KSR,3.00,8.50,2,KSR,34.46,0.00,34.56,29.80,0.00,461.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
147,2020-02-17 16:12:44.090,FR FLR_13B,105,,127941.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.11,0,标准,3.00,0.00,2,KSR,3.00,7.83,2,KSR,3.00,9.02,2,KSR,34.31,0.00,33.40,32.84,0.00,381.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
148,2020-02-17 16:12:44.420,FR FLR_11B,105,,128039.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.12,0,标准,3.00,0.00,2,KSR,3.00,7.83,2,KSR,3.00,9.03,2,KSR,34.05,0.00,33.71,29.68,0.00,381.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
149,2020-02-17 16:12:58.940,FR FLR_12A,106,,127924.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.05,0,标准,3.00,0.00,2,KSR,3.00,7.83,2,KSR,3.00,9.02,2,KSR,38.35,0.00,36.48,39.37,0.00,361.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
150,2020-02-17 16:12:58.870,FR FLR_13B,106,,127942.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,7.71,0,标准,3.00,0.00,2,KSR,3.00,7.85,2,KSR,3.00,0.00,2,KSR,37.65,0.00,35.44,0.00,0.00,281.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
151,2020-02-17 16:12:56.380,FR FLR_11A,106,,127975.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.06,0,标准,3.00,0.00,2,KSR,3.00,7.83,2,KSR,3.00,9.03,2,KSR,34.13,0.00,33.44,30.77,0.00,361.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
152,2020-02-17 16:12:59.140,FR FLR_11B,106,,128040.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.03,0,标准,3.00,0.00,2,KSR,3.00,7.83,2,KSR,3.00,9.01,2,KSR,36.39,0.00,35.49,34.46,0.00,421.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
153,2020-02-17 16:12:59.220,FR FLR_12B,106,,134478.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.01,0,标准,3.00,0.00,2,KSR,3.00,7.82,2,KSR,3.00,9.01,2,KSR,45.88,0.00,44.87,46.16,0.00,421.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
154,2020-02-17 16:13:00.570,FR FLR_13B,107,,127943.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.02,0,标准,3.00,0.00,2,KSR,3.00,7.83,2,KSR,3.00,9.01,2,KSR,35.11,0.00,34.69,32.93,0.00,421.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
155,2020-02-17 16:12:58.450,FR FLR_11A,107,,127976.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.06,0,标准,3.00,0.00,2,KSR,3.00,7.82,2,KSR,3.00,9.01,2,KSR,33.09,0.00,32.58,29.48,0.00,361.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
156,2020-02-17 16:13:00.640,FR FLR_11B,107,,128041.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.03,0,标准,3.00,0.00,2,KSR,3.00,7.82,2,KSR,3.00,9.04,2,KSR,35.52,0.00,34.79,33.86,0.00,421.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
157,2020-02-17 16:13:00.500,FR FLR_12A,107,,127925.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.05,0,标准,3.00,0.00,2,KSR,3.00,7.83,2,KSR,3.00,9.00,2,KSR,37.53,0.00,36.82,36.30,0.00,361.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
158,2020-02-17 16:13:00.610,FR FLR_12B,107,,134479.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.12,0,标准,3.00,0.00,2,KSR,3.00,7.83,2,KSR,3.00,9.03,2,KSR,42.65,0.00,41.75,40.60,0.00,281.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
159,2020-02-17 16:13:02.130,FR FLR_11B,108,,128042.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.11,0,标准,3.00,0.00,2,KSR,3.00,7.83,2,KSR,3.00,9.03,2,KSR,34.83,0.00,34.29,31.95,0.00,381.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
160,2020-02-17 16:13:02.210,FR FLR_12A,108,,127926.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.05,0,标准,3.00,0.00,2,KSR,3.00,7.83,2,KSR,3.00,8.99,2,KSR,37.61,0.00,36.78,36.66,0.00,361.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
161,2020-02-17 16:13:02.310,FR FLR_12B,108,,134480.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.01,0,标准,3.00,0.00,2,KSR,3.00,7.82,2,KSR,3.00,9.04,2,KSR,45.52,0.00,44.68,45.24,0.00,421.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
162,2020-02-17 16:13:02.120,FR FLR_13B,108,,127944.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.11,0,标准,3.00,0.00,2,KSR,3.00,7.83,2,KSR,3.00,9.03,2,KSR,35.46,0.00,34.80,33.16,0.00,381.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
163,2020-02-17 16:13:00.010,FR FLR_11A,108,,127977.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.06,0,标准,3.00,0.00,2,KSR,3.00,7.83,2,KSR,3.00,8.99,2,KSR,32.70,0.00,31.43,32.48,0.00,361.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
164,2020-02-17 16:13:03.630,FR FLR_11B,109,,128043.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.11,0,标准,3.00,0.00,2,KSR,3.00,7.83,2,KSR,3.00,9.03,2,KSR,34.52,0.00,34.44,29.81,0.00,381.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
165,2020-02-17 16:13:04.170,FR FLR_12B,109,,134481.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.01,0,标准,3.00,0.00,2,KSR,3.00,7.82,2,KSR,3.00,9.03,2,KSR,45.16,0.00,44.10,45.05,0.00,421.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
166,2020-02-17 16:13:03.680,FR FLR_13B,109,,127945.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.11,0,标准,3.00,0.00,2,KSR,3.00,7.83,2,KSR,3.00,9.03,2,KSR,34.62,0.00,34.50,30.59,0.00,381.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
167,2020-02-17 16:13:01.720,FR FLR_11A,109,,127978.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.02,0,标准,3.00,0.00,2,KSR,3.00,7.82,2,KSR,3.00,9.00,2,KSR,33.84,0.00,32.67,34.25,0.00,421.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
168,2020-02-17 16:13:03.980,FR FLR_12A,109,,127927.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.02,0,标准,3.00,0.00,2,KSR,3.00,7.82,2,KSR,3.00,9.03,2,KSR,39.83,0.00,39.11,37.46,0.00,421.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
169,2020-02-17 16:13:05.330,FR FLR_13B,110,,127946.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.11,0,标准,3.00,0.00,2,KSR,3.00,7.83,2,KSR,3.00,9.01,2,KSR,35.54,0.00,34.63,34.05,0.00,381.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
170,2020-02-17 16:13:03.340,FR FLR_11A,110,,127979.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.02,0,标准,3.00,0.00,2,KSR,3.00,7.82,2,KSR,3.00,9.02,2,KSR,34.80,0.00,34.48,31.31,0.00,421.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
171,2020-02-17 16:13:05.120,FR FLR_11B,110,,128044.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.11,0,标准,3.00,0.00,2,KSR,3.00,7.83,2,KSR,3.00,9.01,2,KSR,35.50,0.00,34.78,33.51,0.00,381.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
172,2020-02-17 16:13:05.600,FR FLR_12A,110,,127928.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.01,0,标准,3.00,0.00,2,KSR,3.00,7.82,2,KSR,3.00,9.01,2,KSR,40.58,0.00,39.57,40.52,0.00,421.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
173,2020-02-17 16:13:05.820,FR FLR_12B,110,,134482.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.01,0,标准,3.00,0.00,2,KSR,3.00,7.82,2,KSR,3.00,9.01,2,KSR,43.91,0.00,42.63,43.86,0.00,421.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
174,2020-02-17 16:13:06.770,FR FLR_13B,111,,127947.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.37,0,标准,3.00,0.00,2,KSR,3.00,8.53,2,KSR,3.00,0.00,2,KSR,35.08,0.00,32.44,0.00,0.00,201.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
175,2020-02-17 16:13:06.500,FR FLR_11B,111,,128045.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.37,0,标准,3.00,0.00,2,KSR,3.00,8.53,2,KSR,3.00,0.00,2,KSR,33.72,0.00,31.74,0.00,0.00,201.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
176,2020-02-17 16:13:07.220,FR FLR_12A,111,,127929.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.01,0,标准,3.00,0.00,2,KSR,3.00,7.82,2,KSR,3.00,9.01,2,KSR,40.80,0.00,39.82,40.74,0.00,421.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
177,2020-02-17 16:13:07.560,FR FLR_12B,111,,134483.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.01,0,标准,3.00,0.00,2,KSR,3.00,7.83,2,KSR,3.00,9.01,2,KSR,44.57,0.00,43.35,43.21,0.00,421.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
