protRecord_ID,dateTime,timerName,progNo,spotName,wear,wearPerCent,monitorState,monitorState_txt,regulationState,regulationState_txt,measureState,measureState_txt,powerState,powerState_txt,sequenceState,sequenceState_txt,sequenceStateAdd,sequenceStateAdd_txt,sequenceRepeat,sequenceRepeat_txt,monitorMode,monitorMode_txt,iDemandStd,ilsts,regulationStd,regulationStd_txt,iDemand1,iActual1,regulation1,regulation1_txt,iDemand2,iActual2,regulation2,regulation2_txt,iDemand3,iActual3,regulation3,regulation3_txt,phaStd,pha1,pha2,pha3,t_iDemandStd,tActualStd,partIdentString,tipDressCounter,electrodeNo,voltageActualValue,voltageRefValue,currentActualValue,currentReferenceValue,weldTimeActualValue,weldTimeRefValue,energyActualValue,energyRefValue,powerActualValue,powerRefValue,resistanceActualValue,resistanceRefValue,pulseWidthActualValue,pulseWidthRefValue,stabilisationFactorActValue,stabilisationFactorRefValue,thresholdStabilisationFactor,wldEffectStabilisationFactor,uipActualValue,uipRefValue,uirExpulsionTime,uirMeasuringActive,uirMeasuringActive_txt,uirRegulationActive,uirRegulationActive_txt,uirMonitoringActive,uirMonitoringActive_txt,uirWeldTimeProlongationActive,uirWeldTimeProlongationActive_txt,uirQStoppRefCntValue,uirQStoppActCntValue,uirUipUpperTol,uirUipLowerTol,uirUipCondTol,uirPsfLowerTol,uirPsfCondTol
301,2020-02-17 16:14:55.030,FR FLR_11A,112,,128005.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.02,0,标准,3.00,0.00,2,KSR,3.00,7.82,2,KSR,3.00,9.01,2,KSR,34.28,0.00,33.38,32.90,0.00,421.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
302,2020-02-17 16:14:57.170,FR FLR_12A,112,,127954.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.02,0,标准,3.00,0.00,2,KSR,3.00,7.82,2,KSR,3.00,9.01,2,KSR,39.36,0.00,38.38,39.02,0.00,421.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
303,2020-02-17 16:14:57.550,FR FLR_12B,112,,134508.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.12,0,标准,3.00,0.00,2,KSR,3.00,7.84,2,KSR,3.00,9.00,2,KSR,41.42,0.00,40.09,40.99,0.00,281.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
304,2020-02-17 16:15:03.860,FR FLR_11A,101,,128006.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,9.50,9.34,0,标准,3.00,0.00,2,KSR,3.00,9.52,2,KSR,3.00,0.00,2,KSR,33.14,0.00,30.36,0.00,0.00,161.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
305,2020-02-17 16:15:06.260,FR FLR_11B,101,,128071.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,7.71,0,标准,3.00,0.00,2,KSR,3.00,7.82,2,KSR,3.00,0.00,2,KSR,31.69,0.00,30.23,0.00,0.00,281.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
306,2020-02-17 16:15:06.120,FR FLR_12A,101,,127955.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,9.32,0,标准,3.00,0.00,2,KSR,3.00,9.52,2,KSR,3.00,0.00,2,KSR,36.40,0.00,34.06,0.00,0.00,161.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
307,2020-02-17 16:15:06.930,FR FLR_12B,101,,134509.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.01,0,标准,3.00,0.00,2,KSR,3.00,7.83,2,KSR,3.00,8.99,2,KSR,43.41,0.00,42.58,42.90,0.00,421.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
308,2020-02-17 16:15:06.220,FR FLR_13B,101,,127973.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,7.72,0,标准,3.00,0.00,2,KSR,3.00,7.82,2,KSR,3.00,0.00,2,KSR,31.84,0.00,30.02,0.00,0.00,281.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
309,2020-02-17 16:15:07.900,FR FLR_11B,102,,128072.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.03,0,标准,3.00,0.00,2,KSR,3.00,7.82,2,KSR,3.00,9.01,2,KSR,33.42,0.00,32.30,31.71,0.00,421.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
310,2020-02-17 16:15:08.040,FR FLR_13B,102,,127974.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.03,0,标准,3.00,0.00,2,KSR,3.00,7.83,2,KSR,3.00,9.02,2,KSR,34.74,0.00,33.76,32.95,0.00,421.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
311,2020-02-17 16:15:06.120,FR FLR_11A,102,,128007.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.10,0,标准,3.00,0.00,2,KSR,3.00,7.83,2,KSR,3.00,9.04,2,KSR,33.62,0.00,32.81,30.72,0.00,321.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
312,2020-02-17 16:15:08.500,FR FLR_12A,102,,127956.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.09,0,标准,3.00,0.00,2,KSR,3.00,7.83,2,KSR,3.00,9.01,2,KSR,36.43,0.00,34.73,35.52,0.00,321.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
313,2020-02-17 16:15:08.630,FR FLR_12B,102,,134510.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.12,0,标准,3.00,0.00,2,KSR,3.00,7.84,2,KSR,3.00,9.01,2,KSR,42.93,0.00,42.33,39.95,0.00,281.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
314,2020-02-17 16:15:10.580,FR FLR_12B,103,,134511.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.13,0,标准,3.00,0.00,2,KSR,3.00,8.03,2,KSR,3.00,9.01,2,KSR,42.22,0.00,40.63,42.10,0.00,221.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
315,2020-02-17 16:15:11.800,FR FLR_12A,103,,127957.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.36,0,标准,3.00,0.00,2,KSR,3.00,8.53,2,KSR,3.00,0.00,2,KSR,37.88,0.00,36.10,0.00,0.00,201.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
316,2020-02-17 16:15:12.050,FR FLR_13B,103,,127975.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.10,0,标准,3.00,0.00,2,KSR,3.00,7.83,2,KSR,3.00,9.03,2,KSR,32.95,0.00,31.85,30.35,0.00,321.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
317,2020-02-17 16:15:10.230,FR FLR_11A,103,,128008.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.37,0,标准,3.00,0.00,2,KSR,3.00,8.53,2,KSR,3.00,0.00,2,KSR,33.34,0.00,31.36,0.00,0.00,201.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
318,2020-02-17 16:15:11.700,FR FLR_11B,103,,128073.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.10,0,标准,3.00,0.00,2,KSR,3.00,7.83,2,KSR,3.00,9.01,2,KSR,31.69,0.00,29.74,30.43,0.00,321.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
319,2020-02-17 16:15:12.710,FR FLR_12B,104,,134512.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.13,0,标准,3.00,0.00,2,KSR,3.00,8.04,2,KSR,3.00,9.01,2,KSR,42.10,0.00,40.16,41.38,0.00,221.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
320,2020-02-17 16:15:13.400,FR FLR_12A,104,,127958.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.06,0,标准,3.00,0.00,2,KSR,3.00,7.82,2,KSR,3.00,9.01,2,KSR,37.09,0.00,36.58,34.74,0.00,361.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
321,2020-02-17 16:15:14.660,FR FLR_12B,105,,134513.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.12,0,标准,3.00,0.00,2,KSR,3.00,7.84,2,KSR,3.00,9.00,2,KSR,41.91,0.00,40.64,41.62,0.00,281.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
322,2020-02-17 16:15:11.680,FR FLR_11A,104,,128009.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.07,0,标准,3.00,0.00,2,KSR,3.00,7.82,2,KSR,3.00,9.02,2,KSR,32.68,0.00,32.27,29.06,0.00,361.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
323,2020-02-17 16:15:15.380,FR FLR_12A,105,,127959.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.05,0,标准,3.00,0.00,2,KSR,3.00,7.83,2,KSR,3.00,9.01,2,KSR,37.75,0.00,35.72,38.81,0.00,361.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
324,2020-02-17 16:15:15.700,FR FLR_13B,104,,127976.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,7.96,0,标准,3.00,0.00,2,KSR,3.00,7.83,2,KSR,3.00,8.51,2,KSR,35.29,0.00,35.17,31.85,0.00,461.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
325,2020-02-17 16:15:13.360,FR FLR_11A,105,,128010.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.06,0,标准,3.00,0.00,2,KSR,3.00,7.83,2,KSR,3.00,9.04,2,KSR,32.87,0.00,31.15,32.23,0.00,361.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
326,2020-02-17 16:15:16.040,FR FLR_11B,104,,128074.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,7.96,0,标准,3.00,0.00,2,KSR,3.00,7.84,2,KSR,3.00,8.50,2,KSR,34.64,0.00,35.30,28.27,0.00,461.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
327,2020-02-17 16:15:17.700,FR FLR_11B,105,,128075.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.12,0,标准,3.00,0.00,2,KSR,3.00,7.83,2,KSR,3.00,9.03,2,KSR,33.77,0.00,33.58,29.18,0.00,381.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
328,2020-02-17 16:15:17.420,FR FLR_13B,105,,127977.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.12,0,标准,3.00,0.00,2,KSR,3.00,7.83,2,KSR,3.00,9.03,2,KSR,34.04,0.00,33.50,31.25,0.00,381.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
329,2020-02-17 16:15:41.230,FR FLR_11A,106,,128011.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.06,0,标准,3.00,0.00,2,KSR,3.00,7.82,2,KSR,3.00,9.01,2,KSR,33.37,0.00,33.02,29.99,0.00,361.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
330,2020-02-17 16:15:43.990,FR FLR_11B,106,,128076.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.02,0,标准,3.00,0.00,2,KSR,3.00,7.83,2,KSR,3.00,9.02,2,KSR,35.66,0.00,34.72,33.63,0.00,421.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
331,2020-02-17 16:15:43.790,FR FLR_12A,106,,127960.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.05,0,标准,3.00,0.00,2,KSR,3.00,7.83,2,KSR,3.00,9.00,2,KSR,37.75,0.00,36.31,38.00,0.00,361.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
332,2020-02-17 16:15:44.050,FR FLR_12B,106,,134514.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.01,0,标准,3.00,0.00,2,KSR,3.00,7.82,2,KSR,3.00,9.01,2,KSR,45.18,0.00,44.26,45.15,0.00,421.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
333,2020-02-17 16:15:43.720,FR FLR_13B,106,,127978.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,7.71,0,标准,3.00,0.00,2,KSR,3.00,7.85,2,KSR,3.00,0.00,2,KSR,37.04,0.00,34.82,0.00,0.00,281.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
334,2020-02-17 16:15:45.410,FR FLR_12B,107,,134515.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.12,0,标准,3.00,0.00,2,KSR,3.00,7.83,2,KSR,3.00,9.03,2,KSR,42.81,0.00,41.90,40.77,0.00,281.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
335,2020-02-17 16:15:45.420,FR FLR_13B,107,,127979.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.02,0,标准,3.00,0.00,2,KSR,3.00,7.82,2,KSR,3.00,9.03,2,KSR,35.14,0.00,34.51,32.01,0.00,421.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
336,2020-02-17 16:15:45.350,FR FLR_12A,107,,127961.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.05,0,标准,3.00,0.00,2,KSR,3.00,7.83,2,KSR,3.00,9.00,2,KSR,37.80,0.00,37.24,36.61,0.00,361.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
337,2020-02-17 16:15:43.300,FR FLR_11A,107,,128012.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.07,0,标准,3.00,0.00,2,KSR,3.00,7.83,2,KSR,3.00,9.01,2,KSR,32.61,0.00,32.34,28.60,0.00,361.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
338,2020-02-17 16:15:45.490,FR FLR_11B,107,,128077.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.02,0,标准,3.00,0.00,2,KSR,3.00,7.82,2,KSR,3.00,9.03,2,KSR,35.23,0.00,34.84,31.60,0.00,421.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
339,2020-02-17 16:15:47.080,FR FLR_12B,108,,134516.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.01,0,标准,3.00,0.00,2,KSR,3.00,7.82,2,KSR,3.00,9.02,2,KSR,45.83,0.00,44.91,45.88,0.00,421.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
340,2020-02-17 16:15:46.910,FR FLR_13B,108,,127980.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.11,0,标准,3.00,0.00,2,KSR,3.00,7.83,2,KSR,3.00,9.04,2,KSR,34.95,0.00,34.68,31.12,0.00,381.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
341,2020-02-17 16:15:44.860,FR FLR_11A,108,,128013.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.06,0,标准,3.00,0.00,2,KSR,3.00,7.83,2,KSR,3.00,9.00,2,KSR,32.21,0.00,31.31,31.03,0.00,361.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
342,2020-02-17 16:15:46.980,FR FLR_11B,108,,128078.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.11,0,标准,3.00,0.00,2,KSR,3.00,7.83,2,KSR,3.00,9.03,2,KSR,34.60,0.00,34.14,31.73,0.00,381.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
343,2020-02-17 16:15:48.470,FR FLR_13B,109,,127981.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.11,0,标准,3.00,0.00,2,KSR,3.00,7.83,2,KSR,3.00,9.03,2,KSR,34.15,0.00,34.06,30.22,0.00,381.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
344,2020-02-17 16:15:47.060,FR FLR_12A,108,,127962.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.05,0,标准,3.00,0.00,2,KSR,3.00,7.83,2,KSR,3.00,9.00,2,KSR,37.70,0.00,36.93,36.50,0.00,361.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
345,2020-02-17 16:15:46.570,FR FLR_11A,109,,128014.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.02,0,标准,3.00,0.00,2,KSR,3.00,7.82,2,KSR,3.00,9.00,2,KSR,33.10,0.00,32.36,32.17,0.00,421.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
346,2020-02-17 16:15:48.480,FR FLR_11B,109,,128079.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.11,0,标准,3.00,0.00,2,KSR,3.00,7.83,2,KSR,3.00,9.00,2,KSR,33.82,0.00,34.03,29.83,0.00,381.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
347,2020-02-17 16:15:48.970,FR FLR_12B,109,,134517.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.01,0,标准,3.00,0.00,2,KSR,3.00,7.82,2,KSR,3.00,9.04,2,KSR,44.10,0.00,43.32,42.50,0.00,421.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
348,2020-02-17 16:15:48.830,FR FLR_12A,109,,127963.00,0.00,0,确定,0,not relevant,0,not relevant,0," %IOK",0,结束,0,确定,0,Off,0,标准,3.00,8.02,0,标准,3.00,0.00,2,KSR,3.00,7.82,2,KSR,3.00,9.01,2,KSR,39.80,0.00,38.76,39.29,0.00,421.00,,0,1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,Off,0,Off,0,Off,0,Off,0,0,0.00,0.00,0.00,0.00,0.00
